
qstr_{reg1}.0|{reg1}.0
qstr_Physician:|Целитель:
qstr_Cook:|Повар:
qstr_Captain_Marcus|Капитан Маркус
qstr_Dismiss/No_Captain|Уволить
qstr_Priest_Beda|Священник Бейда
qstr_Godi_Olafr|Годи Олав
qstr_Dismiss/No_Priest|Уволить
qstr_No_bard_wants_to_ser|Ни один бард не хочет служить вам.
qstr_Skald_Bragi|Скальд Браги
qstr_Bard_Siwi|Бард Сиви
qstr_Dismiss/No_Bard|Уволить
qstr_Casius|Касиус
qstr_Dismiss/No_Bottler|Уволить
qstr_No_happy_widow_is_av|Нет счастливых вдов.
qstr_Suaibsech|Суайбсэх
qstr_Tancoystl|Тонкоистл
qstr_Gulla|Гулла
qstr_Eadgyd|Эдгид
qstr_Dismiss/No_Whore|Уволить
qstr_Trainer_Harald|Наставник Харальд
qstr_Dismiss/No_Trainer|Уволить
qstr_Ulfberht|Ульфберт
qstr_Dismiss/No_Smith|Уволить
qstr_Armorer__The_Hungry_|Оружейник 'Голодная Кувалда'
qstr_Dismiss/No_Armorer|Уволить
qstr_No_physicians_are_av|Нет целителей.
qstr_Aurelius|Аврелий
qstr_Morgan|Морган
qstr_Alexander|Александр
qstr_Ailill|Айлилл
qstr_Dismiss/No_Physician|Уволить
qstr_Wamba|Вамба
qstr_Dismiss/No_Cook|Уволить
qstr_{s10}|{s10}
qstr_You_do_not_have_enou|У вас не хватает денег, для увеличения количества персонала.
qstr_The_abbot_sends_for_|Настоятель приглашает всех пройти в часовню, чтобы выслушать версии каждой из сторон.^^В свою очередь, вы воспользовались временем ожидания, наблюдая за работой писарей, чьи рукописи богато украшены золотом.
qstr_fort|Крепость
qstr_town|Город
qstr_village|Деревня
qstr_Infiltration|Проникновение
qstr_A_good_way_to_hasten|{s2} падет быстрее, если несколько ваших людей проникнут во внутрь и повредят укрепления, амбары, колодцы, и внесут разлад в ряды противника. Это сложный и рискованный, практически самоубийственный маневр. Шансы вернуться невысоки, но в случае успеха оборона врага значительно ослабнет. Необходимо выделить 600 шиллингов на расходы. Каковы будут ваши распоряжения?
qstr_Poison_the_{s2}_s_wa|Отравить колодцы
qstr___Kill_the_{s2}_s_ca|Вырезать весь скот
qstr_Burn_the_{s2}_s_food|Сжечь амбары
qstr_Subvert_the_{s2}_s_d|Подорвать боевой дух защитников
qstr_____|     
qstr_A_group_of_chosen_me|Небольшой отряд собран и готов отправиться на дело.
qstr_A_group_of_chosen_men|Небольшой отряд собран и готов отправиться на дело.
qstr_A_group_of_chosen_men_|Небольшой отряд собран и готов отправиться на дело.
qstr_A_group_of_chosen_men_w|Небольшой отряд собран и готов отправиться на дело.
qstr_You_do_not_have_the_|У вас нет 600 шиллингов для оплаты данного задания.
qstr_{s1}_of_the_{s2}|{s1} из {s2}.
qstr_Send|Отправить
qstr_You_are_hiring_a_mes|Вы наняли гонца.^Теперь вы можете принять три решения: дать указ, изменить отношения и заключить дипломатический договор.
qstr_Message_Type:|Тип сообщения:
qstr_Select_a_Place_for_y|Адресат послания:
qstr_>>_Orders:^_You_cann|>> Указ:^ Вы не можете отдавать приказы Лорду, не принадлежащему вашему королевству.
qstr_Orders:_None.|Указы: Нет.
qstr_Orders:_Meet_and_Fol|Указ: Встретиться и следовать за вами.
qstr_Orders:_Go_to_a_Plac|Указ: Отправляйтесь в...
qstr_Orders:_Patrol_an_Ar|Указ: Патрулируйте округу...
qstr_Orders:_Besiege_a_Pl|Указ: Осадите...
qstr_>>_Relations:^This_l|>> Отношения:^Этот Лорд принадлежит вашему королевству.
qstr_Relations:_None.|Отношения: Нет.
qstr_Relations:_Insult_an|Отношения: Оскорбить и спровоцировать.
qstr_Relations:_Send_a_Gi|Отношения: Отправить подарок.
qstr_>>_^^Diplomacy:^It_is_o|>>Дипломатия:^Только лидеры королевств могут вести переговоры.^Вы не один из них.
qstr_>>Diplomacy:^It_is_on|>>Дипломатия:^Только лидеры королевств могут вести переговоры.^{s1} не один из них.
qstr_Diplomacy:_None.|Дипломатия: Нет.
qstr_Diplomacy:_Suggest_a|Дипломатия: Предложить Союз.
qstr_Diplomacy:_Suggest_P|Дипломатия: Предложить Мир.
qstr_Diplomacy:_Declare_W|Дипломатия: Объявить Войну.
qstr_You_want_to_order_{s|Приказать {s9} встретиться и следовать за вами.
qstr_You_want_to_order_{s9|Приказать {s9} отправиться в...
qstr_You_want_to_order_{s9}|Приказать {s9} патрулировать округу...
qstr_You_want_to_order_{s9}_|Приказать {s9} осадить...
qstr_You_want_to_send_a_m|Отправить провокационное сообщение с оскорблениями для {s9}. Возможно это заставит его напасть на вас.
qstr_You_want_to_send_a_g|Вы хотите отправить подарок в виде драгоценностей на сумму 2000 шиллингов для {s9}, с целью улучшения ваших отношений.
qstr_You_want_to_invite_{|Вы хотите заключить союз с {s9}.
qstr_You_want_to_make_pea|Вы хотите заключить мир с {s9}.
qstr_You_want_to_declare_|Вы хотите объявить войну {s9}. Помните, что объявление войны без плохих отношений, может привести к недоверию к вам со стороны других королевств. Особенно, если ваше королевство находиться с кем-то в союзе или перемирии.
qstr_No_message_chosen.|Нет выбранных сообщений.
qstr_>_You_are_sending_a_|> Вы посылаете послание для {s9}^^> Расстояние: {reg2} км.^^> Стоимость услуг: {reg3} шиллингов.^^^> {s10}
qstr_You_have_not_chosen_|Вы еще не выбрали сообщение для отправки.
qstr_This_place_is_alread|Это место уже осаждается другим королевством.
qstr_You_have_good_relati|Вы в хороших отношениях с этим королевством. Ваш Лорд не может атаковать его.
qstr_You_re_already_at_pe|Вы уже заключили союз с этим королевством. Необязательно отправлять гонца.
qstr_You_need_to_improve_|Вы должны улучшить свои отношения с этим королевством, прежде чем предлагать союз.
