str_reputation_cheat_mode_only_ambitious_|Репутация (чит-режим): Амбициозный^
str_reputation_cheat_mode_only_reg11_|Репутация (чит-режим): {reg11}^
str_reputation_only_martial_|Вы знаете, что он воинственный человек.^
str_reputation_only_debauched_|Вы знаете, что он развратный человек.^
str_reputation_only_pitiless_|Вы знаете, что он безжалостный человек.^
str_reputation_only_calculating_|Вы знаете, что он расчетливый человек.^
str_reputation_only_quarrelsome_|Вы знаете, что он сварливый человек^
str_reputation_only_goodnatured_|Вы знаете, что он добродушный человек^
str_reputation_only_upstanding_|Вы знаете, что он прямой человек^
str_reputation_only_conventional_|Вы знаете, что он приличный человек^
str_reputation_only_adventurous_|Вы знаете, что он рисковый человек^
str_reputation_only_romantic_|Вы знаете, что он романтик^
str_reputation_only_moralist_|Вы знаете, что он моралист^
str_reputation_only_ambitious_|Вы знаете, что он амбициозный человек^
str_reputation_only_reg11_|Репутация (чит-режим): {reg11}^
str_love_interest|любовный интерес
str_betrothed|помолвка
str_other_relations_s40_|Другие отношения: {s40}^
str_relation_with_liege_reg0_|Отношения с правителем: {reg0}^
str_sense_of_security_military_reg1_court_position_reg3_|Уверенность в собственной безопасности: военной - {reg1}, при дворе - {reg3}^
str_political_details_s47_|Детали политики:^{s47}^
str_the_s55|{s55}
str_travellers_on_the_road|путников на дороге
str_a_short_while_ago|некоторое время назад
str_one_day_ago|один день назад
str_two_days_day_ago|два дня назад
str_earlier_this_week|на этой неделе
str_about_a_week_ago|с неделю назад
str_about_two_weeks_ago|недели две назад
str_several_weeks_ago|несколько недель назад
str_unknown_assailants|неизвестные нападающие
str_swadians|Бритты
str_vaegirs|Викинги
str_khergits|Саксы
str_nords|Англы
str_rhodoks|Гэлы
str_sarranids|Пикты
str_bandits|разбойники
str_deserters|дезертиры
str_your_followers|ваши последователи
str_we_have_heard_that_travellers_heading_to_s40_were_attacked_on_the_road_s46_by_s39|До нас дошли слухи, что {s46} {s39} напали на путников на дороге 
str_we_have_heard_that_travellers_coming_from_s40_were_attacked_on_the_road_s46_by_s39|До нас дошли слухи, что {s46} {s39} напали на путников на дороге 
str_travellers_coming_from_s40_traded_here_s46|Путники из {s40} продавали здесь {s46}
str_it_is_still_early_in_the_caravan_season_so_we_have_seen_little_tradings42|Караванный сезон только начинается, так что торговать пока что почти нечем.{s42}
str_there_has_been_very_little_trading_activity_here_recentlys42|В последнее время торговля тут почти заглохла.{s42}
str_there_has_some_trading_activity_here_recently_but_not_enoughs42|В последнее время тут торговали, но очень неактивно.{s42}
str_there_has_some_trading_activity_here_recently_but_the_roads_are_dangerouss42|В последнее время тут торговали, но дороги сейчас очень опасны.{s42}
str_the_roads_around_here_are_very_dangerouss42|Дороги здесь очень опасны.{s42}
str_we_have_received_many_traders_in_town_here_although_there_is_some_danger_on_the_roadss42|В этом городе собирается множество торговцев, хотя дороги тут небезопасны.{s42}
str_we_have_received_many_traders_in_town_heres42|В этом городе собирается очень много торговцев.{s42}
str_there_is_little_news_about_the_caravan_routes_to_the_towns_of_s44_and_nearby_parts_but_no_news_is_good_news_and_those_are_therefore_considered_safe|О торговых путях у городов {s44} и в соседних районах нет никаких особенных новостей. Впрочем, их отсутствие - это уже хорошо. Будем считать, что там сравнительно безопасно.
str_s47_also_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|{s47} Таким образом, дороги к деревням {s44} и другим лежащим на отшибе деревушкам сравнительно безопасны.
str_however_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|Тем не менее, дороги к деревням {s44} и другим лежащим на отшибе деревушкам сравнительно безопасны.
str_we_have_shortages_of|Нам не хватает следующих товаров:
str_we_have_adequate_stores_of_all_commodities|У нас всех товаров в достатке.
str_s33_and_some_other_commodities|{s33} и некоторых других товаров.
str_the_roads_are_full_of_brigands_friend_but_that_name_in_particular_does_not_sound_familiar_good_hunting_to_you_nonetheless|На дорогах сейчас полно мерзавцев, но это имя мне ничего не говорит. В любом случае, доброй вам охоты. 
str_less_than_an_hour_ago|меньше года назад
str_maybe_reg3_hours_ago|около {reg3} часов назад
str_reg3_days_ago|{reg3} дней назад
str_youre_in_luck_we_sighted_those_bastards_s16_near_s17_hurry_and_you_might_be_able_to_pick_up_their_trail_while_its_still_hot|Вам повезло - мы видели этих подлых {s16} неподалеку от {s17}. Если поторопитесь, успеете отыскать их по горячим следам.
